Institue,Branch,Quota,Category,Gender,Opening,Closing
"LUCKNOW UNIVERSITY, LUCKNOW",Computer Science & Engineering (Artificial Intelligence),Home State,EWS,Neutral,166019,177752
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,EWS,Neutral,168587,172835
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,Home State,EWS,Neutral,178317,179060
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering,Home State,EWS,Neutral,179554,195891
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science,Home State,EWS,Neutral,180779,192111
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Civil Engineering,Home State,EWS,Neutral,181268,188290
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Information Technology,Home State,EWS,Neutral,183094,188786
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering (Data Science),Home State,EWS,Neutral,188197,192458
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Chemical Engineering,Home State,EWS,Neutral,189225,189225
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science Information Technology,Home State,EWS,Neutral,194486,200772
"LUCKNOW UNIVERSITY, LUCKNOW",Electronics and Communication Engineering,Home State,EWS,Neutral,197332,198483
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science,Home State,EWS,Neutral,203190,205906
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,Home State,EWS,Neutral,211265,222408
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Information Technology,Home State,EWS,Neutral,217540,223608
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science Information Technology,Home State,EWS,Neutral,221794,225946
"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Information Technology,Home State,EWS,Neutral,222862,226712
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,Home State,EWS,Neutral,225566,228839
"LUCKNOW UNIVERSITY, LUCKNOW",Electrical Engineering,Home State,EWS,Neutral,228387,231194
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Artificial Intelligence And Machine Learning,Home State,EWS,Neutral,228699,237748
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Neutral,228970,234515
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Electronics Engineering,Home State,EWS,Neutral,234835,237529
"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,Home State,EWS,Neutral,236727,238718
"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,Home State,EWS,Neutral,238861,238861
"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,Home State,EWS,Neutral,247040,249083
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),Home State,EWS,Neutral,251403,263491
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Neutral,257917,257917
"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Computer Science and Engineering,Home State,EWS,Neutral,267508,274613
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),Home State,EWS,Neutral,290618,297055
Ch. Charan Singh University Campus (SCRIET) Meerut,Computer Science,Home State,EWS,Neutral,306481,308823
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electronics and Communication Engineering,Home State,EWS,Neutral,312305,347725
"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,Home State,EWS,Neutral,315504,341803
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Information Technology,Home State,EWS,Neutral,315523,325699
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),Home State,EWS,Neutral,323921,360526
"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,EWS,Neutral,331131,355826
"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Information Technology,Home State,EWS,Neutral,333076,383613
"LUCKNOW UNIVERSITY, LUCKNOW",Mechanical Engineering,Home State,EWS,Neutral,333510,348333
"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Neutral,346708,369828
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),Home State,EWS,Neutral,354506,377882
"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,Home State,EWS,Neutral,355895,357736
"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science and Engineering,Home State,EWS,Neutral,368184,368184
"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering (Data Science),Home State,EWS,Neutral,369611,379664
"RAJKIYA ENGINEERING COLLEGE, BASTI",Computer Science and Engineering,Home State,EWS,Neutral,371430,404233
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,Home State,EWS,Neutral,372512,382489
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,EWS,Neutral,380006,420035
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,Home State,EWS,Neutral,385450,403025
Ch. Charan Singh University Campus (SCRIET) Meerut,Information Technology,Home State,EWS,Neutral,386362,391004
"LUCKNOW UNIVERSITY, LUCKNOW",Civil Engineering,Home State,EWS,Neutral,387601,403105
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Intelligence And Machine Learning,Home State,EWS,Neutral,388629,401135
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Inelligence (AI) And Data Science,Home State,EWS,Neutral,404973,411574
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Design,Home State,EWS,Neutral,419380,424977
"RAJKIYA ENGINEERING COLLEGE, PARTAPGARH",Computer Science and Engineering,Home State,EWS,Neutral,422112,422112
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electrical & Electronics Engineering,Home State,EWS,Neutral,424695,573863
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electrical & Computer Engg.,Home State,EWS,Neutral,436563,437464
"RAJKIYA ENGINEERING COLLEGE, GONDA",Computer Science and Engineering,Home State,EWS,Neutral,444400,466650
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Neutral,449199,477971
"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science and Engineering,Home State,EWS,Neutral,466030,483218
"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Electrical Engineering,Home State,EWS,Neutral,466173,466173
"RAJKIYA ENGINEERING COLLEGE, MIRZAPUR",Computer Science and Engineering,Home State,EWS,Neutral,474694,474694
"Bundelkhand University, Jhansi",Electronics and Communication Engineering,Home State,EWS,Neutral,487662,624089
"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,Home State,EWS,Neutral,496939,521541
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),Home State,EWS,Neutral,513699,546838
"RAJKIYA ENGINEERING COLLEGE,BANDA",Electrical Engineering,Home State,EWS,Neutral,518674,518674
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,Home State,EWS,Neutral,522936,565505
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Chemical Engineering,Home State,EWS,Neutral,525556,630448
"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering,Home State,EWS,Neutral,541213,602980
"D. D. U. Gorakhpur University, Gorakhpur",Information Technology,Home State,EWS,Neutral,547764,698605
"RAJKIYA ENGINEERING COLLEGE, MIRZAPUR",Information Technology,Home State,EWS,Neutral,571068,634386
"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Neutral,588283,645844
"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,EWS,Neutral,590207,673341
"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering (AI & Finance Managemnet),Home State,EWS,Neutral,593024,593024
"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,Home State,EWS,Neutral,601774,601774
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),Home State,EWS,Neutral,635112,697660
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science (Hindi),Home State,EWS,Neutral,644147,700218
"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,Home State,EWS,Neutral,664925,758977
"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,Home State,EWS,Neutral,674711,697859
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science,Home State,EWS,Neutral,683777,778774
"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Electrical Engineering,Home State,EWS,Neutral,685164,807535
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electrical & Electronics Engineering,Home State,EWS,Neutral,689213,810300
"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,Home State,EWS,Neutral,727168,870130
"Dr. Bhim Rao Ambedkar University, Agra",Computer Science and Engineering,Home State,EWS,Neutral,737626,1011316
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,Home State,EWS,Neutral,741739,883738
"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Electronics and Communication Engineering,Home State,EWS,Neutral,766726,766726
"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science and Engineering,Home State,EWS,Neutral,782683,782683
"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,EWS,Neutral,792976,939000
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science & Engineering (Cyber Security),Home State,EWS,Neutral,800077,919749
"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science & Engineering  (Artificial Intelligence & data Science),Home State,EWS,Neutral,844926,844926
"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Neutral,850093,895547
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electrical Engineering,Home State,EWS,Neutral,860618,872994
"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,Home State,EWS,Neutral,920806,966494
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,Home State,EWS,Neutral,945550,1147647
"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah",Computer Science and Engineering,Home State,EWS,Neutral,962413,962413
"D. D. U. Gorakhpur University, Gorakhpur",Electronics and Communication Engineering,Home State,EWS,Neutral,1012663,1194232
"RAJKIYA ENGINEERING COLLEGE,BANDA",Mechanical Engineering,Home State,EWS,Neutral,1118210,1128322
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science (Hindi),Home State,EWS,Neutral,1161377,1292649
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Computer Science and Engineering,Home State,OPEN,Neutral,39565,39991
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Neutral,47023,48529
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Computer Science and Engineering(Self Finance),Home State,OPEN,Neutral,50492,51387
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Electronics and Communication Engineering,Home State,OPEN,Neutral,56474,58151
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering,Home State,OPEN,Neutral,62840,63242
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Electrical Engineering,Home State,OPEN,Neutral,67534,68783
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Computer Science and Engineering,Home State,OPEN,Neutral,70172,73197
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Information Technology,Home State,OPEN,Neutral,74836,76994
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Information Technology,Home State,OPEN,Neutral,78066,80756
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Mechanical Engineering,Home State,OPEN,Neutral,80382,81073
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering,Home State,OPEN,Neutral,82321,84183
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,Home State,OPEN,Neutral,86818,89432
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Electronics and Communication Engineering,Home State,OPEN,Neutral,87952,90411
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Neutral,93500,96069
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Civil Engineering,Home State,OPEN,Neutral,99698,99698
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),Home State,OPEN,Neutral,102246,106528
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electrical Engineering,Home State,OPEN,Neutral,104393,112697
"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Chemical Engineering,Home State,OPEN,Neutral,107692,108012
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Information Technology,Home State,OPEN,Neutral,114171,123463
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Electrical Engineering,Home State,OPEN,Neutral,114856,117132
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering,Home State,OPEN,Neutral,117831,118795
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,OPEN,Neutral,119950,124911
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science and Engineering,Home State,OPEN,Neutral,125318,129286
"LUCKNOW UNIVERSITY, LUCKNOW",Computer Science and Engineering,Home State,OPEN,Neutral,127871,129997
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Mechanical Engineering,Home State,OPEN,Neutral,133553,141771
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Neutral,135002,137467
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Neutral,139156,147276
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Mechanical Engineering,Home State,OPEN,Neutral,145136,153678
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Information Technology,Home State,OPEN,Neutral,145530,153900
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Neutral,156871,162204
"LUCKNOW UNIVERSITY, LUCKNOW",Computer Science & Engineering (Artificial Intelligence),Home State,OPEN,Neutral,157778,160064
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Neutral,158659,159080
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,Home State,OPEN,Neutral,160817,165168
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering,Home State,OPEN,Neutral,166459,170364
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science,Home State,OPEN,Neutral,169158,179160
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering (Data Science),Home State,OPEN,Neutral,169549,184110
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Chemical Engineering,Home State,OPEN,Neutral,170706,175917
"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Civil Engineering,Home State,OPEN,Neutral,173666.5,175965
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Information Technology,Home State,OPEN,Neutral,175455,179323.5
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science Information Technology,Home State,OPEN,Neutral,183386,194222
"LUCKNOW UNIVERSITY, LUCKNOW",Electronics and Communication Engineering,Home State,OPEN,Neutral,185574,189243
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,Home State,OPEN,Neutral,186315,188005
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,Home State,OPEN,Neutral,188685,200182
"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,Home State,OPEN,Neutral,191607,191607
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science,Home State,OPEN,Neutral,192938,200893
"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Information Technology,Home State,OPEN,Neutral,205624,212868
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Information Technology,Home State,OPEN,Neutral,207242,217234
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science Information Technology,Home State,OPEN,Neutral,208061,221191
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Electronics Engineering,Home State,OPEN,Neutral,209219,224425
"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,Home State,OPEN,Neutral,210624,212509
"Bundelkhand University, Jhansi",Computer Science and Engineering,Home State,OPEN,Neutral,214004,216275
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Neutral,214094,218964
"LUCKNOW UNIVERSITY, LUCKNOW",Electrical Engineering,Home State,OPEN,Neutral,215627,215723
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Artificial Intelligence And Machine Learning,Home State,OPEN,Neutral,218037,226258
"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Computer Science and Engineering,Home State,OPEN,Neutral,226703,249723
"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,Home State,OPEN,Neutral,232068.5,232708
"LUCKNOW UNIVERSITY, LUCKNOW",Mechanical Engineering,Home State,OPEN,Neutral,236668,270103
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Neutral,238383,243030
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Neutral,242134,250960
Ch. Charan Singh University Campus (SCRIET) Meerut,Computer Science,Home State,OPEN,Neutral,251225,255179
"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science and Engineering,Home State,OPEN,Neutral,264319,287691
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),Home State,OPEN,Neutral,270591,287729
"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Information Technology,Home State,OPEN,Neutral,274334,331159
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electronics and Communication Engineering,Home State,OPEN,Neutral,280487,307487
"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,Home State,OPEN,Neutral,284336,294411
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Neutral,285657,295692
"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,Home State,OPEN,Neutral,287224,300882
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Information Technology,Home State,OPEN,Neutral,297648,311566
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electrical & Electronics Engineering,Home State,OPEN,Neutral,297814,359052
"RAJKIYA ENGINEERING COLLEGE, BASTI",Computer Science and Engineering,Home State,OPEN,Neutral,305424,320097
"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Neutral,306379,323836
"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science and Engineering,Home State,OPEN,Neutral,306755,306755
"LUCKNOW UNIVERSITY, LUCKNOW",Civil Engineering,Home State,OPEN,Neutral,307287,326317
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),Home State,OPEN,Neutral,311786,323233
"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,Home State,OPEN,Neutral,328958,362879
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,Home State,OPEN,Neutral,334370,350425
"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering (Data Science),Home State,OPEN,Neutral,334961,357556
Ch. Charan Singh University Campus (SCRIET) Meerut,Information Technology,Home State,OPEN,Neutral,344444,358537
"Bundelkhand University, Jhansi",Electronics and Communication Engineering,Home State,OPEN,Neutral,345863,418548
"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,Home State,OPEN,Neutral,352416,362307
"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Chemical Engineering,Home State,OPEN,Neutral,354472,433468
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,Home State,OPEN,Neutral,358876,374151
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electrical & Computer Engg.,Home State,OPEN,Neutral,366075,391251
"RAJKIYA ENGINEERING COLLEGE, GONDA",Computer Science and Engineering,Home State,OPEN,Neutral,366347,423861
"RAJKIYA ENGINEERING COLLEGE, PARTAPGARH",Computer Science and Engineering,Home State,OPEN,Neutral,367877,390204
"RAJKIYA ENGINEERING COLLEGE,BANDA",Electrical Engineering,Home State,OPEN,Neutral,372143,375601
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Intelligence And Machine Learning,Home State,OPEN,Neutral,376672,387672
"RAJKIYA ENGINEERING COLLEGE, MIRZAPUR",Computer Science and Engineering,Home State,OPEN,Neutral,378884,379706
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Design,Home State,OPEN,Neutral,383016,411275
"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Inelligence (AI) And Data Science,Home State,OPEN,Neutral,385328,403979
"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Electrical Engineering,Home State,OPEN,Neutral,387178,421906
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Neutral,418399,446120
"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electrical Engineering,Home State,OPEN,Neutral,423673,558008
"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,Home State,OPEN,Neutral,431318,486886
"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering,Home State,OPEN,Neutral,431483,493424
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,Home State,OPEN,Neutral,436062,482583
"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electrical & Electronics Engineering,Home State,OPEN,Neutral,436419,541912
"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,Home State,OPEN,Neutral,457223,602723
"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science (Hindi),Home State,OPEN,Neutral,462904,473945
"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Neutral,469862,511039
"Dr. Bhim Rao Ambedkar University, Agra",Computer Science and Engineering,Home State,OPEN,Neutral,473400,520157
"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science and Engineering,Home State,OPEN,Neutral,479062,481628
